Part No,Category,SMC LP,CUBIX LP,Description
CDQ2B63-50DMZ,,4005,4145.18,
CDM2B25-150Z-M9BL,,4655,4817.93,
MHZ2-16D2-M9BL,,13660,14138.1,
MGPM80-20Z,,20925,21657.38,
V111-5MOU,,1750,1811.25,
AS1002F-04A,,430,445.05,
CP96SDB63-210C,,4685,4848.98,
SYA5220-01,,2165,2240.78,
CP96SDB32-60C,,2540,2628.9,
AW20-01B-B,,1460,1511.1,
VM230-02-33A,,1645,1702.58,
FNVB-06X0,,7585,7850.48,
VM130-01-08A,,1190,1231.65,
CDQ2B50-50DMZ-M9PL,,5830,6034.05,
CDQ2A50-50DMZ-M9PL,,5830,6034.05,
VQ2201-11,,4910,5081.85,
CD55B20-30M,,1740,1800.9,
CD55B40-50M,,3000,3105,
CDQMB20-20,,3730,3860.55,
ISE20A-V-01-J,,3930,4067.55,
VT307-5DZ1-01-F,,2290,2370.15,
VP742-5DZ1-03A-F,,4990,5164.65,
CP96SDB50-30C,,3150,3260.25,
CP96SDB80-30C,,5240,5423.4,
CP96SDB63-30C,,3825,3958.88,
SS5Y5-X5B652,,27195,28146.83,
MHS2-63D,,23475,24296.63,
CD55B20-55M,,3375,3493.13,
CD85N20-100-B,,1665,1723.28,
SS5Y5-20-12,,3235,3348.23,
ADH4000-04BC,,13900,14386.5,
ITV1050-042CL4,,13483,13954.91,
G36-P-01-X30,,1235,1278.23,
G36-P2-01-X30,,810,838.35,
SY7000-39-1A,,700,724.5,
LEY25A-50-S1AP1,,38275,39614.63,
CD55B63-100,,4985,5159.48,
CD55B80-60,,4745,4911.08,
CD55B25-50,,2020,2090.7,
CD55B32-50,,2300,2380.5,
CD55B50-110,,4065,4207.28,
CD55B50-60,,3635,3762.23,
CD55B63-80,,4620,4781.7,
MY3B63-100,,32865,34015.28,
CP96SDB100-1000C,,14760,15276.6,
CP96SDB100-250C,,8265,8554.28,
D-H7BAL,,2580,2670.3,
AQ340F-06-06,,755,781.43,
MY3A63-PS,,3565,3689.78,
MHF2-16D2,,21765,22526.78,
VEX1533-06,,18100,18733.5,
MSQB50R,,36310,37580.85,
KQB2H12-G04,,486,503.01,
KQB2H08-G02,,268,277.38,
KQB2H06-G02,,233,241.16,
MY1B80-700,,74760,77376.6,
MY1B80-550,,71705,74214.68,
CD85N25-250-B,,1945,2013.08,
CQ2B20-5SM,,1280,1324.8,
CKG1A63-100YAZ,,7140,7389.9,
CKG1A63-150YAZ,,7515,7778.03,
CKG1A50-100YAZ,,5680,5878.8,
CKG1A50-75YAZ,,5520,5713.2,
SS5Y5-20-20,,4990,5164.65,
AS2201-01-F06S,,925,957.38,
AS1201F-M5E-04A,,254,262.89,
M-3ALU-4,,115,119.03,
MXS16-30AS-M9BL,,22385,23168.48,
KQ2L10-02AS,,172,178.02,
KQB2L10-02S,,686,710.01,
GP46-10-01,,2140,2214.9,
KQ2E06-01A,,146,151.11,
CP96SDB50-50C-M9BL,,5630,5827.05,
CDQ2B25-50DMZ-M9BL,,4360,4512.6,
MGPM25-150AZ,,13585,14060.48,
CP96SDB40-50C-M9B,,5240,5423.4,
CXSM20-25,,6875,7115.63,
MGPM20-25Z,,6295,6515.33,
CQ2B40-45DZ,,2175,2251.13,
AN120-M5,,105,108.68,
AS3000-02,,665,688.28,
VH302-02,,3570,3694.95,
KQ2L08-02AS,,122,126.27,
CDQ2B50-40DMZ,,3130,3239.55,
G46-10-01-L,,715,740.03,
IS10E-3003-L-A,,3360,3477.6,
VQ7-6-FG-S-3ZA03,,5935,6142.73,
PF3A703H-10-ES,,33780,34962.3,
VQ31M1-5YZ-C10,,2045,2116.58,
VQ7-6-FHG-D-3Z,,9400,9729,
VQ7-6-FG-S-3Z,,5290,5475.15,
AXT502-9A,,490,507.15,
VBAT05A1,,13835,14319.23,
GP46-10-02L5,,2140,2214.9,
KQ2T10-08A,,173,179.06,
KQ2T06-08A,,114,117.99,
KQ2Y06-02AS,,161,166.64,
AN10-C06,,205,212.18,
KQ2F12-03A,,144,149.04,
KQ2L06-02AS,,110,113.85,
TS0604W-100,,7350,7607.25,
TU1065B-20,,2145,2220.08,
TS0806W-20,,2130,2204.55,
TS1075W-20,,3150,3260.25,
TS0604W-20,,1515,1568.03,
KQ2H06-02AS,,75,77.63,
KQ2UD06-08A,,266,275.31,
KQ2L06-01AS,,105,108.68,
KQ2U06-08A,,143,148.01,
KQ2L06-03AS,,120,124.2,
KQ2L08-03AS,,131,135.59,
KQ2T06-02AS,,160,165.6,
KQ2L08-10A,,99,102.47,
KFH08U-01S,,99,102.47,
Y-032B,,325,336.38,
CS2-160A-PS,,3210,3322.35,
CDS2F160TF-800,,35835,37089.23,
CKG1A63-50YAZ-M9BL,,9845,10189.58,
TRTU0805B-20,,8395,8688.83,
MXS20-150A-M9BL,,44685,46248.98,
CDJ2RA16-150Z-C73CL-B,,6310,6530.85,
CY3B10-250,,8085,8367.98,
CDUJB8-4DM-F8BL,,4505,4662.68,
MXS8L-10A-M9BL,,23045,23851.58,
CXSM15-45-Z73L,,8890,9201.15,
CDUJB10-15DM-F8B,,4225,4372.88,
MHZ2-16D-F8BL,,14135,14629.73,
SYJ714R-5LZD-02,,2835,2934.23,
KQ2S04-01AS,,83,85.91,
KQ2S06-01AS,,87,90.05,
KQB2S10-01,,320,331.2,
ISE10E-2002-B,,3405,3524.18,
EX9-AC050-1,,2960,3063.6,
SS5Y5-10SVAN-10BS-C8,,22995,23799.83,
SS5Y5-10SVAN-12BS-C8,,24850,25719.75,
CDQ2B63-50DMZ-M9BL,,6490,6717.15,
CDQ2B63-40DMZ,,3850,3984.75,
CDQ2B40-25DMZ-M9BL,,4860,5030.1,
CDQ2B32-30DZ-M9BL,,4325,4476.38,
CDQ2B32-25DZ-M9BL,,4290,4440.15,
CDQ2A100-30DMZ-M9BL,,9240,9563.4,
C96SDB50-160C,,3530,3653.55,
CH2GFY80B-300A,,38365,39707.78,
CHKGB40-75M,,9565,9899.78,
MDB1B32-175Z-M9BL,,5335,5521.73,
MDB1B80-250Z-M9BL,,8980,9294.3,
MGPM40-125Z-M9B,,14390,14893.65,
MGPM50-10Z-M9BL,,18885,19545.98,
SY7240-5DZ-03,,5255,5438.93,
VHS40-03A,,2065,2137.28,
CDQ2A80-35DMZ,,5645,5842.58,
KQ2R06-10A,,104,107.64,
PCA-1567717,,4020,4160.7,
PCA-1567720,,4020,4160.7,
ZH10DSA-01-01-01,,1035,1071.23,
VX210AAXB,,1105,1143.68,
VT317V-5DZ-02,,4110,4253.85,
CDQ2A50-30DZ,,2920,3022.2,
CDQ2A63-30DZ,,3570,3694.95,
CDQ2A80-30DMZ,,5520,5713.2,
CDS2B160-500,,25775,26677.13,
LEG32MDGB-50C-R3C5H73,,78750,81506.25,
CDQMB20-30-M9PL,,6395,6618.83,
CDQMB32-50,,5555,5749.43,
ISE30A-C6L-N-M,,3465,3586.28,
CDQ2A40-50DZ-A93L,,4385,4538.48,
CDQ2B50-40DZ,,3020,3125.7,
CDJ2B16-45Z-B,,1145,1185.08,
CDQ2B80-50DMZ,,5970,6178.95,
CDQ2B80-100DMZ-M9BL,,9555,9889.43,
CDQ2B32-100DMZ,,2605,2696.18,
CDQ2A25-50DZ-M9BL,,4275,4424.63,
CDQ2A32-30DZ-M9BL,,4325,4476.38,
CDQ2A40-30DZ-M9BL,,4820,4988.7,
CDM2B20-200Z-M9BL,,4735,4900.73,
CDM2B20-50Z-M9BL,,4485,4641.98,
MHZ2-16,,13660,14138.1,
MXS16L-75B,,37325,38631.38,
CM2B40-25Z,,2335,2416.73,
CDQ2A32-120DCMZ,,4950,5123.25,
MDBBB100-800-HN,,37885,39210.98,
AC20A-02CG1-B,,3280,3394.8,
AC30A-03DG1-B,,4615,4776.53,
AC40A-04DG1-B,,5460,5651.1,
AF20P-060S,,300,310.5,
AF40P-060S,,630,652.05,
AF50P-060S,,1010,1045.35,
RS2H63-30DM,,26670,27603.45,
ISA2-GE45,,8860,9170.1,
DXT152-25-1A,,95,98.33,
CP96SF63-250C,,5255,5438.93,
AR20K-02B-B,,1110,1148.85,
PF2M725-01-B,,11250,11643.75,
CRB1BW63-180S-XF,,12845,13294.58,
AR33P-270AS,,110,113.85,
AR33P-260S,,40,41.4,
AR30-02BG1-B,,1560,1614.6,
SY7120-5D-02-F2,,2805,2903.18,
MXS8-50AS,,22025,22795.88,
SY7220-4DZ-02,,4445,4600.58,
PL-02,,30,31.05,
KQG2H10-02S,,875,905.63,
TU0805C-20,,1355,1402.43,
SY9240-4DZ-04,,6340,6561.9,
SS5Y9-23-04,,3730,3860.55,
PF2M725-01-B-R,,11530,11933.55,
VP7-6-FG-D-3Z,,6625,6856.88,
CDQ2WB50-50DZ,,5601,5797.04,
NCA1D400-1000,,27105,28053.68,
NCDMB125-1400,,11490,11892.15,
SY5120-5D-01-Q,,2820,2918.7,
SS5Y7-X7W825,,1240,1283.4,
PL-01,,25,25.88,
PFMB7501-04-B,,14600,15111,
KQ2K08-01NS,,145,150.08,
IZH10,,21800,22563,
D-M9BA,,1550,1604.25,
ISE70-02-L2,,8650,8952.75,
D-A54,,1445,1495.58,
MSQ50R-M9BL,,38920,40282.2,
MSQB70R-M9BL,,41910,43376.85,
AV4000-04-5DZ-A,,8325,8616.38,
CD85N25-30C-B-M9PLS,,3415,3534.53,
ARG20-02G1H-B,,2720,2815.2,
VX212DLA,,1830,1894.05,
CQ2B100-PS,,1315,1361.03,
CQ2B50-PS,,635,657.23,
MGP32-PS,,335,346.73,
AC50A-06DG1-B,,8965,9278.78,
CS2-125A-PS,,3490,3612.15,
MB100-PS,,1330,1376.55,
MB80-PS,,1175,1216.13,
MB50-PS,,735,760.73,
CA2-80Z-PS,,1975,2044.13,
CA2-63Z-PS,,1460,1511.1,
KT-VBA40A-1,,6495,6722.33,
MGP80-Z-PS,,1190,1231.65,
CBM2-40-PS,,325,336.38,
AF30P-060S,,330,341.55,
`,,185,191.48,
CL125-PS,,2350,2432.25,
CS1N160A-PS,,3155,3265.43,
CQ2B40-PS,,450,465.75,
CS1N140A-PS,,3010,3115.35,
CS1N200A-PS,,5520,5713.2,
CA2-40Z-PS,,880,910.8,
AFF-EL75B,,10530,10898.55,
AR40K-04BG1-B,,2185,2261.48,
VFR4110-5DZ,,7080,7327.8,
VFR4110-5DZ-04,,8030,8311.05,
VF3330K-5DZ1-02,,11115,11504.03,
VF5320K-5DZ1-03,,11945,12363.08,
VF3230K-5DZ1-02,,7925,8202.38,
VF5220K-5DZ1-03,,8650,8952.75,
VT307-5G1-01,,1830,1894.05,
MGP32-Z-PS,,470,486.45,
MB40-PS,,660,683.1,
CS2B160-500,,25190,26071.65,
VV307-01-062-01-F,,4275,4424.63,
CP96SDB40-400C,,3870,4005.45,
CP96SDB40-350C,,3715,3845.03,
ISG221-030,,8615,8916.53,
HOWF110-16,,140180,145086.3,
HOWF75-10,,79135,81904.73,
CP96SDB32-450C,,3560,3684.6,
AR20-02G1-B,,1100,1138.5,
CDVM5B20-125-11G-C73L-X2274,,44685,46248.98,
CDVM5B20-175-11G-C73L-X2274,,45075,46652.63,
CDVM5B20-175-DCS0627S-C73L,,51570,53374.95,
CDVM5B20-100-DCJ9150J,,44490,46047.15,
CDVM5B20-200-DCJ9150J,,45270,46854.45,
CP96SDB63-75C,,3945,4083.08,
VX220AG,,1730,1790.55,
CDQ2A12-20DZ,,1135,1174.73,
AR20-02-B,,920,952.2,
AF40-04D-A,,2250,2328.75,
CDQ2A12-10DZ,,1080,1117.8,
CDQ2A16-30DZ,,1195,1236.83,
IR2010-02-A,,4565,4724.78,
CDQ2A16-20DZ-M9PL,,3725,3855.38,
MGPM20-40Z-M9PL,,8960,9273.6,
CDQ2A20-40DZ-M9PL,,4005,4145.18,
CDQ2A20-20DZ-M9PL,,3765,3896.78,
MKB20-20LZ,,6780,7017.3,
MKB20-20RZ,,6780,7017.3,
CDM2B25-350Z,,2155,2230.43,
MKB32-30RZ,,9210,9532.35,
MKB32-30LZ,,9210,9532.35,
MGPM16-75Z,,5735,5935.73,
MGPM20-50Z-M9PL,,9060,9377.1,
MKB16-20LZ,,4655,4817.93,
MGPM40-80Z-M9PL,,14225,14722.88,
MGPM40-80Z,,18010,18640.35,
VQZ3150-5M1,,3420,3539.7,
SY5320-4DZ-01F,,5820,6023.7,
MY1H16-400,,35965,37223.78,
MY1H16-500,,40170,41575.95,
MY1B40-400LZ,,25175,26056.13,
EX260-SEN1,,19920,20617.2,
MQR8-M5,,57380,59388.3,
AW30-03BDG1-B,,3220,3332.7,
DAS5-08,,8555,8854.43,
CP96SDB40-1050C-X1V3094A,,5965,6173.78,
ITV0010-0BL,,12015,12435.53,
SS5Y5-10SEAN-10B-C6,,26510,27437.85,
CJPB6-15,,955,988.43,
CDQ2A16-20DMZ-M9PL,,3785,3917.48,
RS2H50-30TM-D-X2700,,13105,13563.68,
MDBB63-200Z-M9PL,,6880,7120.8,
AS3201F-03-06A,,460,476.1,
AN402-04,,485,501.98,
VF5120-3D1-03,,5745,5946.08,
VX232GEA,,3080,3187.8,
AF40-04-A-X2729,,3525,3648.38,
AMG150C-02BD,,5110,5288.85,
AFF2C-02BD,,4135,4279.73,
AM150C-02BD,,4415,4569.53,
AFD30-02D-A,,2950,3053.25,
AFD30P-060AS,,1265,1309.28,
AW30-02DEH-B,,3455,3575.93,
KQ2LE10-00A,,273,282.56,
SY7420-4DZ-02T,,6065,6277.28,
SY7120-4DZ-N11T,,3065,3172.28,
SY7120-4DZ-02T,,3245,3358.58,
SY7220-4DZ-N11T,,4305,4455.68,
CD85N25-500-B-X1S3404A,,2500,2587.5,
AR40K-03BG1-B,,2185,2261.48,
MHF2-16D1,,19115,19784.03,
MHF16-PS,,855,884.93,
MHF20-PS,,855,884.93,
VQ7-6-FJG-D-3ZR,,9400,9729,
SS5Y7-X7W825,,4332,4483.62,
C96A0-X7X347-75,,14462,14968.17,
KQ2T06-04A,,139,143.87,
AFD30-03D-A,,2950,3053.25,
AMK30-02B-D,,3985,4124.48,
C5580-X2T82-40,,5285,5469.98,
C4SL-A,,1015,1050.53,
AMK30-03B-D,,3985,4124.48,
AF30-03D-A-X2729,,6020,6230.7,
AF30-03D-A,,2075,2147.63,
AC20A-01G1-B,,2470,2556.45,
CP96SDB40-250C,,3395,3513.83,
CDQMB20-50,,4380,4533.3,
VXD230AL,,2390,2473.65,
VXD230BL,,2090,2163.15,
VXD230CG,,2605,2696.18,
VXD230BG,,2390,2473.65,
IDFA11E-23,,58360,60402.6,
AFM40-04D-A,,3285,3399.98,
CDVM5B20-100-DCS0627S-C73L,,50985,52769.48,
MGPM20-20Z-M9PL,,8895,9206.33,
MGPL25-50Z-M9PL,,12300,12730.5,
SY3B00-5U1,,3840,3974.4,
SY3A00-5U1,,3840,3974.4,
CDQ2A40-30DZ,,2340,2421.9,
CDQ2A25-50DZ,,1795,1857.83,
CDM2B20-200Z,,1665,1723.28,
AK1710S5PC440401MPA,,68305,70695.68,
MGPM16-20Z-M9BL,,7815,8088.53,
CDQ2A100-50DMZ,,7550,7814.25,
PF3W740S-F04-BT-MR,,33695,34874.33,
G27-10-R1,,710,734.85,
MGQM40-110,,18810,19468.35,
VT325-035DL,,6795,7032.83,
CDQ2B100-30DMZ,,6755,6991.43,
CDQ2B32-20DMZ,,1835,1899.23,
CDQ2A50-50DMZ,,3270,3384.45,
CDQ2B63-30DMZ,,3695,3824.33,
CQ2B50-15DZ,,2255,2333.93,
MHL2-32D,,31300,32395.5,
CDRA1BS50-180Z,,16135,16699.73,
CDRA1BS50-180CZ-M9BL,,20790,21517.65,
CA2B50-60Z,,4880,5050.8,
CA2C50-60Z,,5370,5557.95,
CDA2B40-75Z,,4575,4735.13,
CQ2B32-40DMZ,,1760,1821.6,
CDQ2B25-25DZ,,1455,1505.93,
KQ2H04-00A,,82,84.87,
KQ2H04-06A,,84,86.94,
KQ2R04-08A,,97,100.4,
LVM102R-6B-Q,,3060,3167.1,
LPV21-6K-T4,,3095,3203.33,
LVM10R1-6B-Q,,3640,3767.4,
VBAT38S1,,36490,37767.15,
AK4000-04,,935,967.73,
TU0425BU-100,,2394,2477.79,
CP96SB80-200,,6315,6536.03,
SS5V1-W16CD-04B-C6,,17410,18019.35,
CDQ2A50-10DZ,,2650,2742.75,
MHL2-25,,23715,24545.03,
CDRA1BSU50-180Z-M9BL,,22840,23639.4,
KQ2H08-01AS,,82,84.87,
VHS20-02B,,1475,1526.63,
CY3R32-200,,25035,25911.23,
VF1190-1G,,4380,4533.3,
CM2K20-PS,,230,238.05,
MDBB80-250Z,,5820,6023.7,
CP96SDB32-30C,,2470,2556.45,
CS1BN200-500,,50155,51910.43,
MHL2-25DZ-M9BL,,23715,24545.03,
AS2052F-08,,485,501.98,
VX2BOAF,,1660,1718.1,
VVX220A03,,1920,1987.2,
AR20-02B-D,,1080,1117.8,
ISE78G-F02-L2-L,,15020,15545.7,
ITV2050-312N2,,17290,17895.15,
TRB0806R-20,,3570,3694.95,
CHQB40-100D,,8630,8932.05,
AMD30-03B-D,,3985,4124.48,
AMK30-03-D,,3865,4000.28,
KFG2H0806-01,,740,765.9,
TU0805BU-100,,6760,6996.6,
TU0805B-100,,6765,7001.78,
VM120-01-33A,,1390,1438.65,
CQ2F40-100DMZ,,3195,3306.83,
CD55B32-10,,2020,2090.7,
PFMB7102-04-F,,14600,15111,
VV3QZ1-X21,,8519,8817.17,
VNA201A-15A,,4250,4398.75,
CS2YB125-400,,23055,23861.93,
KQ2U06-01AS,,163,168.71,
MGPM40-100Z,,11670,12078.45,
MGPM40-125Z,,12165,12590.78,
CD85E25-50-B,,1685,1743.98,
ITV1030-312N3,,13025,13480.88,
CD55B100-100M,,6605,6836.18,
CD55B100-50M,,6435,6660.23,
CP96SDB125-320,,14940,15462.9,
CD55B25-30M,,1960,2028.6,
CD55B63-50M,,4230,4378.05,
PF2M750-01-E,,11250,11643.75,
AS2052F-08A,,755,781.43,
D-M9PL,,1280,1324.8,
CQ2A12-10D,,935,967.73,
KQ2H08-12A,,180,186.3,
MY1B63-650,,43415,44934.53,
RDQA32-25M,,4945,5118.08,
AC30A-02-V-B,,5090,5268.15,
KQ2L12-U02A,,140,144.9,
CM2B25-50Z-X1W3840A,,1890,1956.15,
SS5Q2-X7U109,,19800,20493,
GKM12-24,,305,315.68,
KQ2H12-02AS,,131,135.59,
KQ2H12-04AS,,162,167.67,
KQ2T10-02AS,,214,221.49,
KQ2T10-04AS,,245,253.58,
KQ2T12-04AS,,269,278.42,
KQ2L10-04AS,,175,181.13,
KQ2L12-04AS,,237,245.3,
KQ2H06-01AS,,72,74.52,
KQ2H08-03AS,,97,100.4,
KQ2H16-04AS,,254,262.89,
KQ2H16-00A,,221,228.74,
KQ2L10-01AS,,160,165.6,
KQ2L08-01AS,,119,123.17,
MHW40-PS,,1670,1728.45,
CDQ2A32-125DCZ,,5115,5294.03,
CQ2A32-L-PS,,280,289.8,
MDBB40-550Z-A93L,,5720,5920.2,
CDQSB25-75DC,,4365,4517.78,
CQSB25-L-PS,,390,403.65,
AS1001F-04-3,,650,672.75,
MY1B63G-650Z,,43295,44810.33,
GR-S-010,,70,72.45,
MGQ32-PS,,295,305.33,
CG1N32Z-PS,,905,936.68,
CXSM20-PS,,860,890.1,
CS1-125A-PS,,2855,2954.93,
CQ2B125-PS,,2850,2949.75,
CM25Z-PS,,185,191.48,
CM40Z-PS,,235,243.23,
MGP25-Z-PS,,415,429.53,
CQ2B20-PS,,350,362.25,
CQSB16-PS,,330,341.55,
CQSB25-PS,,350,362.25,
MHL25-PS,,1965,2033.78,
CM32Z-PS,,215,222.53,
MGP20-Z-PS,,370,382.95,
CA2-50Z-PS,,1070,1107.45,
CXSM25-PS,,1025,1060.88,
G63-10-02-L,,940,972.9,
CDRB2BW30-90SZ,,6975,7219.13,
MHZ40-PS,,435,450.23,
CG3N20-PS,,485,501.98,
CY1L20-PS-N,,935,967.73,
P523030,,1280,1324.8,
P473040,,1625,1681.88,
CQ2B180-PS,,3665,3793.28,
F5080,,1040,1076.4,
SQ2A31N-51-C8,,3995,4134.83,
SQ2231DN-51-C8,,3850,3984.75,
SQ2231DN-51-C6,,3850,3984.75,
SQ1A31N-51-C6-Q,,4065,4207.28,
CDQ2A32-10DZ,,1660,1718.1,
CDS1TN200-350,,60805,62933.18,
AW40-04BG1-D,,3465,3586.28,
SS3YJ7-20-05,,2040,2111.4,
CP96SDB50-80C,,3375,3493.13,
VFS4410-5DZ-04-1E-8H,,11255,11648.93,
PA5210-04-N,,96300,99670.5,
AC30A-03CG1-B,,4985,5159.48,
MKB32-10RNZ,,10175,10531.13,
PFM710-C8-B-M,,11225,11617.88,
KQ2K10-U04A,,201,208.04,
SY3440-5MOZ-X90,,4710,4874.85,
MKB32-50RZ-M9BL,,12190,12616.65,
CD85N25-50-B,,1700,1759.5,
CDQ2B63-75DMZ,,4725,4890.38,
HRG015-W,,1019415,1055094.53,
HAW75-20,,142670,147663.45,
CP96SDL40-250-M9PL,,6440,6665.4,
SY7220-5D-02-F2,,4060,4202.1,
IDFA11E-23-A,,59790,61882.65,
IDFA8E-23-RT,,90780,93957.3,
IDFA6E-23-L,,53540,55413.9,
IDFA8E-23-L,,59590,61675.65,
AFF8C-04D-R,,7100,7348.5,
AMG350C-04D-R,,7735,8005.73,
AM350C-04BD,,6950,7193.25,
RS2H80-40TM-D-X2700,,22955,23758.43,
CP96SB32-800C,,4390,4543.65,
AS2201F-02-10A,,380,393.3,
AS4000-04,,790,817.65,
CDQ2A50-15DMZ,,2780,2877.3,
SY7320-5G-02,,4800,4968,
SY3120-5G-M5,,2400,2484,
CDQ2A50-50DFZ,,6035,6246.23,
CDM2B32-450Z,,3225,3337.88,
AW30-03D-B,,2965,3068.78,
CQ2WA50-50DZ,,5610,5806.35,
AR925-F20G1,,22990,23794.65,
CP96SB63-400C,,5445,5635.58,
LEKFS40EB-150B-R3C6173,,92935,96187.73,
LEKFS40NZB-150,,53520,55393.2,
MY1B50-1500,,41365,42812.78,
T1075B-100,,16040,16601.4,
MGGLB50-25-B54,,43810,45343.35,
VM230-02-40A,,2725,2820.38,
VFR4140-2DZ,,6270,6489.45,
55-CDRQ2BS40TF-180C,,22485,23271.98,
AC40B-06CG-B,,6740,6975.9,
MGPL40-25Z-M9BL,,14430,14935.05,
MDBT40-550Z-M9BW,,7315,7571.03,
MDBC50-50Z-M9BL,,6260,6479.1,
CDRQ2BW40TF-180C,,19950,20648.25,
MDB1B50-250Z-M9BL,,6415,6639.53,
TCU0805B-1,,1265,1309.28,
VX224AAXB,,2970,3073.95,
D-M9PZ-588,,1750,1811.25,
ZSE20F-P-01-LA1,,3855,3989.93,
CDG1GN40-400Z-B54L,,8845,9154.58,
KQ2LF06-02A,,133,137.66,
VQC2301N-51,,4945,5118.08,
VQC2101N-51,,3255,3368.93,
SY7000-26-1A-Q,,245,253.58,
NCA1F250-1200-XB5,,33290,34455.15,
SY7440-5DZ-02,,6425,6649.88,
CDQ2B25-30DMZ,,1645,1702.58,
CP96SDB32-115C,,2675,2768.63,
MGPM40-50Z,,10670,11043.45,
MGPM40-25Z,,10175,10531.13,
AS1301F-M3-04,,605,626.18,
ITVX2030-313CS,,94860,98180.1,
VP542-5DZ1-03FB,,3350,3467.25,
LEY32NZA-100M,,28860,29870.1,
KJ14D,,659,682.07,
ISE77G-F02T-L2,,12505,12942.68,
SY7140-2DZ,,3455,3575.93,
ZS-38-5L,,520,538.2,
AC20-02CG1-B,,4060,4202.1,
MDB1B80-400Z,,7310,7565.85,
MHM-16D,,19100,19768.5,
ZP2-100080A-X2279,,85885,88890.98,
ZP3MT40-RBFS-AG02,,8170,8455.95,
ZH10B,,1505,1557.68,
ZK2-ZSVAN-A,,5450,5640.75,
AW40-N04BG1-B,,3455,3575.93,
AW40-N04B-B,,2985,3089.48,
ISA3-GCP-1B-L1,,17195,17796.83,
CS95-100,,1425,1474.88,
AR20-02G-1-B,,1530,1583.55,
MDB1D50-50Z,,3565,3689.78,
MB1D50-300Z-W,,4995,5169.83,
VH402-04,,4495,4652.33,
AW40-04BD-B,,3800,3933,
VHS40-04B,,2065,2137.28,
Y400T-A,,325,336.38,
KQ2H10-04A,,117,121.1,
KQ2H10-02A,,129,133.52,
AW40-04B-B,,2860,2960.1,
CS1BN200-600,,53885,55770.98,
KQ2H04-M5N,,83,85.91,
AM450C-06BD,,9795,10137.83,
AFF11C -06BD,,9980,10329.3,
VPA4450-04,,18600,19251,
D-A93,,745,771.08,
CS1DN 250-600,,92730,95975.55,
AW60-F10BDG1-B,,6935,7177.73,
AMD650-F10BD,,23925,24762.38,
VEX1501-06F5DZ,,18900,19561.5,
ITV1050-04F1CS2,,14435,14940.23,
VV3QZ22-04C,,1250,1293.75,
SY5220-5LZD-01,,3200,3312,
MGJ10-20,,5145,5325.08,
RHCL32-495-DCH1872H,,41655,43112.93,
KQ2T12-U04A,,238,246.33,
RS2H50-30DM-M9PZ,,20090,20793.15,
CP96SDB63-160C,,4445,4600.58,
CD85N25-80-B,,1770,1831.95,
ZP3E-80BMN-P,,1580,1635.3,
CP96SDB100-1200C-X1U3AIFA,,16490,17067.15,
MGPM63-25Z,,12295,12725.33,
MGPM50-40Z,,12495,12932.33,
CS1N180A-PS,,4040,4181.4,
CQ2B40-10DCZ,,2135,2209.73,
MGPM20-150A-XC8,,12955,13408.43,
MHS3-32D,,18675,19328.63,
CKZT40TN-90T,,34695,35909.33,
CQ2A40-25DMZ,,2025,2095.88,
SYA5120-01-F2,,1905,1971.68,
LEY100DNNB-200M,,90535,93703.73,
LEY63NZL-50M,,64255,66503.93,
CD55B63-25M,,3930,4067.55,
CKZT40-A045CS,,4450,4605.75,
AW60-10D-B,,5920,6127.2,
VHS50-10A,,4210,4357.35,
CE1B40-400,,47890,49566.15,
CDJ2B10-30AZ-B,,2190,2266.65,
KY-VBA20A-1,,5070,5247.45,
CP96SB63-250C,,4700,4864.5,
CQ2B50-20DMZ,,2410,2494.35,
VZM450-01-34B,,4070,4212.45,
VM130-01-33RA,,4070,4212.45,
IR2010-02BG1-A,,4865,5035.28,
CDG1BA40-250Z,,4655,4817.93,
KQ2L08-12A,,118,122.13,
KQ2T08-12A,,210,217.35,
CD55B80-35M,,4780,4947.3,
ZSE20A-T-01-JA1,,4230,4378.05,
AMC810-14,,10525,10893.38,
TRS1065R-100,,30790,31867.65,
CP96SB100-750C,,12365,12797.78,
CP96SB125-750C,,20480,21196.8,
CS2B160-850-X1B30450A,,50722,52497.27,
CP96SB32-100C,,2490,2577.15,
CP96SDB80-80C,,5595,5790.83,
VMG11BU-02-38,,1540,1593.9,
CDJ2L16-45-C73,,3105,3213.68,
CS1N125A-PS,,2855,2954.93,
SY3100-5U1,,2390,2473.65,
VF1220K-3H1-01N,,6210,6427.35,
MTS32-75-DCS399CS,,29525,30558.38,
RBL2015,,3305,3420.68,
AXT100-DS25-30,,2745,2841.08,
SS5Y3-10F1-08B-C4,,7835,8109.23,
PF3W720-F04-B-M,,21815,22578.53,
CD85N25-300B,,2130,2204.55,
CD55B50-50M-M9BL,,6065,6277.28,
RS2H-R63,,6685,6918.98,
MHC2-16D-M9PL,,9520,9853.2,
MHC2-16S-M9PL,,9675,10013.63,
MHC2-16S,,6955,7198.43,
VM130-01-30GA,,1190,1231.65,
PFMB7102-04-B-RA,,15045,15571.58,
RS2H63D-PS,,880,910.8,
CDM2B32-110AZ,,3335,3451.73,
MDBB100-125Z,,6495,6722.33,
MGPM20-300Z,,10860,11240.1,
CXSM25-10,,6875,7115.63,
CDQ2B20-20DMZ,,1320,1366.2,
EX600-SPN3,,34315,35516.03,
EX600-SPN4,,34315,35516.03,
SS5Y3-X5V836,,34525,35733.38,
